length,sp_code,genus,species,log_length,body_mass_predicted
20,17449,Oxygaster,anomalura,1.301029996,2.111937945
50,17460,Puntioplites,waandersi,1.698970004,3.381567438
14,22501,Glossogobius,celebius,1.146128036,1.687560989
5,22507,Stiphodon,elegans,0.698970004,0.455811605
10,22531,Galaxias,vulgaris,1,1.159282271
9,22532,Galaxias,prognathus,0.954242509,0.988436663
8,22534,Gobiomorphus,hubbsi,0.903089987,0.961425011
8,22535,Gobiomorphus,breviceps,0.903089987,1.139995825
19,22570,Galaxias,occidentalis,1.278753601,1.935655953
14,22575,Galaxias,olidus,1.146128036,1.568470975
45,22589,Neoarius,berneyi,1.653212514,2.966929973
140,22597,Neoarius,midgleyi,2.146128036,4.249143342
40,22633,Anodontiglanis,dahli,1.602059991,2.744932134
34,22641,Neosilurus,hyrtlii,1.531478917,2.660615082
12,22654,Porochilus,obbesi,1.079181246,1.468788967
20,22656,Porochilus,rendahli,1.301029996,2.092998975
7,22657,Leptatherina,wallacei,0.84509804,0.797722968
8,22663,Craterocephalus,marjoriae,0.903089987,1.143748784
6,22668,Craterocephalus,stramineus,0.77815125,0.86612157
8,22670,Cairnsichthys,rhombosomoides,0.903089987,1.159334167
15,22672,Salanx,ariakensis,1.176091259,1.461903419
6,22720,Rhadinocentrus,ornatus,0.77815125,0.815659009
7,22750,Pseudomugil,signifer,0.84509804,0.986202096
32,22752,Gadopsis,bispinosus,1.505149978,2.523585705
18,22754,Gobiomorphus,australis,1.255272505,1.993707395
12,22755,Hypseleotris,compressa,1.079181246,1.68400584
6,22757,Hypseleotris,galii,0.77815125,0.75720051
18,22759,Mogurnda,mogurnda,1.255272505,2.084331397
45,22769,Oxyeleotris,lineolata,1.653212514,2.945013152
12,22772,Philypnodon,grandiceps,1.079181246,1.437585661
6,22786,Pseudogobius,olorum,0.77815125,0.781228024
12,22821,Puntius,brevis,1.079181246,1.729642841
50,22828,Aspiolucius,esocinus,1.698970004,3.060947438
70,22831,Diptychus,maculatus,1.84509804,3.404874249
17,22832,Rasbora,tornieri,1.230448921,1.981945859
7,22914,Pungitius,platygaster,0.84509804,0.955367934
32,22928,Opsariichthys,uncirostris,1.505149978,2.646041554
45,22936,Gymnodiptychus,dybowskii,1.653212514,2.988896713
9,22954,Alburnoides,taeniatus,0.954242509,1.281246096
4,22963,Homaloptera,tweediei,0.602059991,0.225424146
10,22967,Homaloptera,zollingeri,1,1.212441979
4,23006,Acanthopsoides,molobrion,0.602059991,0.230526572
25,23015,Acantopsis,dialuzona,1.397940009,2.064210629
6,23019,Lepidocephalichthys,hasselti,0.77815125,0.618635445
8,23044,Pangio,oblonga,0.903089987,0.877703825
25,23070,Triplophysa,strauchii,1.397940009,2.173300942
12,23071,Pseudomystus,stenomus,1.079181246,1.46361866
20,23081,Mystus,wolffii,1.301029996,2.201002549
80,23090,Hemisilurus,heterorhynchus,1.903089987,3.678868135
26,23093,Kryptopterus,limpok,1.414973348,2.410606408
50,23096,Phalacronotus,micronemus,1.698970004,3.029985168
24,23098,Micronema,hexapterus,1.380211242,2.34527668
12,23104,Kryptopterus,schilbeides,1.079181246,1.613468853
30,23107,Ompok,hypophthalmus,1.477121255,2.562979579
11,23113,Silurichthys,hasseltii,1.041392685,1.34441716
15,23115,Silurichthys,phaiosoma,1.176091259,1.729403068
22,23199,Scaphiodonichthys,burmanicus,1.342422681,2.332426595
30,23214,Hypselobarbus,kolus,1.477121255,2.522870725
20,23282,Erythrinus,erythrinus,1.301029996,2.092128509
11,23304,Acrochordonichthys,rugosus,1.041392685,1.336389295
200,23314,Bagarius,yarrelli,2.301029996,4.52918108
14,23319,Glyptothorax,major,1.146128036,1.76527613
11,23342,Roeboides,dayi,1.041392685,1.605556735
9,23347,Ancistrus,cirrhosus,0.954242509,1.168304519
16,23349,Hypostomus,robinii,1.204119983,1.800014918
35,23351,Rhamdia,quelen,1.544068044,2.673755376
5,23359,Poecilia,vivipara,0.698970004,0.673243134
22,23377,Clarias,teijsmanni,1.342422681,2.091569669
42,23385,Cryptarius,truncatus,1.62324929,2.806119673
50,23388,Hemiarius,stormii,1.698970004,3.076297118
30,23390,Cephalocassis,borneensis,1.477121255,2.48565199
25,23392,Ketengus,typus,1.397940009,2.368031862
22,23429,Oligosarcus,jenynsii,1.342422681,2.270274327
40,23448,Schizodon,fasciatus,1.602059991,2.939100429
37,23451,Pimelodus,maculatus,1.568201724,2.840962459
42,23467,Hypostomus,commersoni,1.62324929,2.899217869
23,23487,Mesopristes,cancellatus,1.361727836,2.429153619
27,23498,Acestrorhynchus,falcatus,1.431363764,2.431950333
39,23592,Luciobarbus,bocagei,1.591064607,2.852310597
41,23605,Luciobarbus,sclateri,1.612783857,2.947469405
15,23607,Squalius,pyrenaicus,1.176091259,1.83434907
10.4,23608,Achondrostoma,arcasii,1.017033339,1.45578547
11,23632,Coreoperca,kawamebari,1.041392685,1.644357441
4,23668,Mugilogobius,chulae,0.602059991,0.286590307
9,23696,Acanthogobius,lactipes,0.954242509,1.104738661
20,24092,Puntius,amphibius,1.301029996,2.208548316
24,24296,Securicula,gora,1.380211242,2.332238141
15,24308,Barilius,barna,1.176091259,1.943972162
40,24427,Schizopyge,curvifrons,1.602059991,2.889171469
47,24430,Schizopyge,esocinus,1.672097858,3.079338985
14,24451,Schizothorax,macrophthalmus,1.146128036,1.709479699
24,24455,Schizothorax,raraensis,1.380211242,2.305992279
17,24477,Garra,mullya,1.230448921,1.849447632
8,24492,Psilorhynchus,homaloptera,0.903089987,0.978925539
6,24619,Schistura,semiarmata,0.77815125,0.704714852
6,24647,Mesonoemacheilus,triangularis,0.77815125,0.610108498
18,24731,Mystus,tengara,1.255272505,2.044550068
51,24740,Ompok,malabaricus,1.707570176,3.068491461
18,24760,Zenarchopterus,ectuntio,1.255272505,1.767167802
12,24792,Amblyceps,mangois,1.079181246,1.452367137
10,24799,Parambassis,apogonoides,1,1.537181982
15,24840,Toxotes,microlepis,1.176091259,2.066204391
3,25076,Gobiopterus,chuno,0.477121255,-0.03262893
4,25079,Eugnathogobius,kabilia,0.602059991,0.321746652
6,25089,Pseudogobiopsis,oligactis,0.77815125,0.747565157
9,25119,Stigmatogobius,sadanundio,0.954242509,1.32603271
8,25121,Caragobius,urolepis,0.903089987,0.883219726
28,25157,Macrognathus,maculatus,1.447158031,2.206022778
6,25169,Carinotetraodon,lorteti,0.77815125,1.079586863
11,25171,Auriglobus,modestus,1.041392685,1.580988797
13,25172,Auriglobus,nefastus,1.113943352,1.7657693
8,25175,Tetraodon,biocellatus,0.903089987,1.259037018
30,25195,Labiobarbus,leptocheilus,1.477121255,2.656800239
10,25241,Gobiopsis,macrostoma,1,1.299456167
60,25490,Nemapteryx,augusta,1.77815125,3.358685825
45,25515,Cochlefelis,danielsi,1.653212514,2.98660949
22,25516,Brycon,cephalus,1.342422681,2.347781103
60,25517,Cochlefelis,spatula,1.77815125,3.308387066
20,25524,Mylossoma,aureum,1.301029996,2.507505408
20,25528,Nedystoma,dayi,1.301029996,2.121661
17,25590,Koreocobitis,rotundicaudata,1.230448921,1.697786354
18,25616,Roeboides,myersii,1.255272505,2.15029127
15,25617,Pristobrycon,calmoni,1.176091259,2.192370809
12,25619,Glossolepis,multisquamata,1.079181246,1.771420034
15,25639,Caenotropus,labyrinthicus,1.176091259,1.874048564
14,25640,Curimata,inornata,1.146128036,1.90653956
25,25646,Leporinus,affinis,1.397940009,2.403169374
27,25648,Potamorhina,altamazonica,1.431363764,2.622400671
20,25649,Potamorhina,latior,1.301029996,2.281347754
17,25651,Psectrogaster,amazonica,1.230448921,2.152826898
14,25652,Psectrogaster,rutiloides,1.146128036,1.875245774
27,25658,Semaprochilodus,insignis,1.431363764,2.592177165
32,25670,Prochilodus,rubrotaeniatus,1.505149978,2.82027692
28,25715,Cynodon,gibbus,1.447158031,2.582394322
25,25718,Hemiodus,immaculatus,1.397940009,2.344522834
24,25719,Hemiodus,microlepis,1.380211242,2.389246667
22,25721,Hemiodus,unimaculatus,1.342422681,2.245380195
100,25730,Lithodoras,dorsalis,2,3.883380002
60,25732,Megalodoras,uranoscopus,1.77815125,3.386855643
42,25741,Pterygoplichthys,pardalis,1.62324929,2.891278999
26,25776,Chaetobranchus,flavescens,1.414973348,2.596817849
11,25778,Cichlasoma,amazonarum,1.041392685,1.745706775
70,25854,Barbus,plebejus,1.84509804,3.482294488
22,25857,Alburnus,belvica,1.342422681,2.238734829
27,25871,Chondrostoma,prespense,1.431363764,2.46296112
13,25894,Romanogobio,albipinnatus,1.113943352,1.574106673
40,25956,Petroleuciscus,borysthenicus,1.602059991,2.949962826
18,25959,Rhynchocypris,percnurus,1.255272505,2.01607017
22,25977,Ponticola,kessleri,1.342422681,2.138114212
6,25978,Knipowitschia,panizzae,0.77815125,0.752780834
12,25986,Squalius,lucumonis,1.079181246,1.602453066
70,26088,Rutilus,meidingerii,1.84509804,3.517080501
21,26382,Comephorus,baikalensis,1.322219295,2.109183859
12,26386,Anostomus,ternetzi,1.079181246,1.504576898
5,26390,Charax,condei,0.698970004,0.654417905
8,26443,Ctenobrycon,hauxwellianus,0.903089987,1.358285242
4,26445,Hemigrammus,marginatus,0.602059991,0.482726159
5,26473,Moenkhausia,collettii,0.698970004,0.663729988
8,26474,Moenkhausia,intermedia,0.903089987,1.241422367
14,26483,Garra,rufa,1.146128036,1.626630656
50,26487,Capoeta,damascina,1.698970004,3.107210736
5,26500,Aphanius,mento,0.698970004,0.685568368
25,26506,Glossogobius,koragensis,1.397940009,2.25563248
8,26525,Pyrrhulina,filamentosa,0.903089987,1.055709035
30,26614,Protochondrostoma,genei,1.477121255,2.579464646
45,26616,Chondrostoma,soetta,1.653212514,3.079850214
20,26627,Pachychilon,pictum,1.301029996,2.187224848
22,26681,Crenicichla,sedentaria,1.342422681,2.256776682
28,26682,Crenicichla,johanna,1.447158031,2.479493206
22,26688,Crenicichla,anthurus,1.342422681,2.235823922
15,26700,Mystus,atrifasciatus,1.176091259,1.848784297
13,26711,Mystus,multiradiatus,1.113943352,1.60478037
13,26715,Mystus,mysticetus,1.113943352,1.605948095
8,26718,Bujurquina,huallagae,0.903089987,1.310548071
80,26719,Hemisilurus,mekongensis,1.903089987,3.579240917
35,26722,Kryptopterus,cheveyi,1.544068044,2.698442461
10,26726,Bujurquina,moriorum,1,1.577824457
24,26727,Micronema,moorei,1.380211242,2.370277554
8,26730,Laetacara,flavilabris,0.903089987,1.313871714
12,26733,Aequidens,patricki,1.079181246,1.736570684
15,26737,Amphilophus,lyonsi,1.176091259,2.07039517
13,26742,Amphilophus,altifrons,1.113943352,1.891140838
14,26745,Amphilophus,diquis,1.146128036,1.959975596
70,26751,Bagarius,suchus,1.84509804,3.258230927
14,26753,Amphilophus,rhytisma,1.146128036,1.946267018
12,26754,Glyptothorax,fuscus,1.079181246,1.503540933
19,26756,Amphilophus,robertsoni,1.278753601,2.271580729
12,26757,Glyptothorax,lampris,1.079181246,1.531499559
18,26759,Amphilophus,rostratus,1.255272505,2.1554723
11,26760,Glyptothorax,laosensis,1.041392685,1.353977085
11,26765,Archocentrus,centrarchus,1.041392685,1.727484129
20,26774,Cichlasoma,pearsei,1.301029996,2.411917611
18,26778,Parachromis,loisellei,1.255272505,2.185915794
48,26781,Caquetaia,umbrifera,1.681241237,3.266109255
25,26784,Paraneetroplus,fenestratus,1.397940009,2.629951739
13,26786,Paraneetroplus,hartwegi,1.113943352,1.862559759
30,26789,Paraneetroplus,regani,1.477121255,2.75819145
2,26790,Phenacostethus,smithi,0.301029996,-0.469493051
3,26794,Oryzias,mekongensis,0.477121255,0.000461312
16,26798,Macrognathus,taeniagaster,1.204119983,1.612023195
19,26800,Theraps,irregularis,1.278753601,2.195401877
25,26801,Theraps,lentiginosus,1.397940009,2.49658104
30,26808,Tomocichla,tuba,1.477121255,2.721824666
70,26813,Mastacembelus,favus,1.84509804,3.262845764
26,26818,Paraneetroplus,bulleri,1.414973348,2.561905906
50,26819,Petenia,splendida,1.698970004,3.325135984
12,26821,Balitora,annamitica,1.079181246,1.366520703
8,26822,Balitora,meridionalis,0.903089987,0.91365874
4,26824,Homaloptera,indochinensis,0.602059991,0.178530949
6,26829,Homaloptera,smithi,0.77815125,0.645028882
8,26830,Annamia,normani,0.903089987,0.999853436
12,26833,Nemacheilus,longistriatus,1.079181246,1.363934974
14,26834,Nemacheilus,pallidus,1.146128036,1.656340384
4,26839,Schistura,daubentoni,0.602059991,0.172294065
8,26843,Schistura,kohchangensis,0.903089987,0.976627611
8,26846,Schistura,magnifluvis,0.903089987,0.982276875
7,26848,Schistura,nicholsi,0.84509804,0.869370812
11,26854,Yasuhikotakia,eos,1.041392685,1.507664532
30,26856,Syncrossus,helodes,1.477121255,2.614881708
4,26857,Eugnathogobius,siamensis,0.602059991,0.281441399
6,26858,Acanthopsoides,delphax,0.77815125,0.515044841
6,26859,Acanthopsoides,gracilentus,0.77815125,0.56914209
6,26860,Acanthopsoides,hapalias,0.77815125,0.519576201
5,26861,Rhinogobius,mekongianus,0.698970004,0.494930367
12,26867,Papuligobius,ocellatus,1.079181246,1.558385906
23,26870,Taenioides,nigrimarginatus,1.361727836,1.917933795
60,26871,Osphronemus,exodon,1.77815125,3.588016932
4,26912,Sectoria,atriceps,0.602059991,0.264124332
5,26913,Acanthopsoides,gracilis,0.698970004,0.243642483
3,26963,Gladioglanis,machadoi,0.477121255,-0.229256267
130,26973,Hemibagrus,wyckioides,2.113943352,4.08908705
18,27025,Paralaubuca,typus,1.255272505,2.043663068
10,27026,Opsarius,koratensis,1,1.354282548
100,27034,Chitala,ornata,2,3.943775333
22,27040,Paralaubuca,harmandi,1.342422681,2.220666922
16,27041,Oxygaster,pointoni,1.204119983,1.871356971
6,27042,Parachela,maculicauda,0.77815125,0.8607572
11,27046,Opsarius,pulchellus,1.041392685,1.565251899
8,27062,Esomus,longimanus,0.903089987,1.12335087
25,27063,Luciosoma,bleekeri,1.397940009,2.3330959
15,27064,Rasbora,aurotaenia,1.176091259,1.824054032
12,27079,Rasbora,paviana,1.079181246,1.594850269
3,27081,Rasbosoma,spilocerca,0.477121255,0.071702373
6,27082,Thryssocypris,tonlesapensis,0.77815125,0.668429722
100,27101,Cosmochilus,harmandi,2,4.034525417
60,27103,Cyclocheilichthys,furcatus,1.77815125,3.450666156
15,27106,Cyclocheilichthys,lagleri,1.176091259,1.953134039
14,27108,Discherodontus,ashmeadi,1.146128036,1.774335258
8,27109,Mystacoleucus,atridorsalis,0.903089987,1.246573238
18,27112,Sikukia,gudgeri,1.255272505,2.144899222
40,27117,Hypsibarbus,lagleri,1.602059991,3.091589441
20,27123,Poropuntius,kontumensis,1.301029996,2.148175897
20,27124,Poropuntius,laoensis,1.301029996,2.231231053
40,27126,Scaphognathops,bandanensis,1.602059991,3.108372841
25,27127,Scaphognathops,stejnegeri,1.397940009,2.622884308
6,27129,Puntius,aurotaeniatus,0.77815125,0.892328034
20,27148,Cirrhinus,jullieni,1.301029996,2.223499322
65,27149,Cirrhinus,microlepis,1.812913357,3.422923706
13,27152,Cirrhinus,caudimaculatus,1.113943352,1.644922946
15,27153,Lobocheilos,cryptopogon,1.176091259,1.880158519
9,27154,Lobocheilos,davisi,0.954242509,1.269262396
12,27155,Lobocheilos,delacouri,1.079181246,1.557748157
24,27156,Lobocheilos,gracilis,1.380211242,2.263593947
20,27157,Lobocheilos,melanotaenia,1.301029996,2.099470904
22,27159,Lobocheilos,rhabdoura,1.342422681,2.207459425
15,27161,Osteochilus,lini,1.176091259,1.936885119
17,27162,Crossocheilus,reticulatus,1.230448921,1.930081688
9,27163,Epalzeorhynchos,munense,0.954242509,1.24556143
15,27164,Garra,cambodgiensis,1.176091259,1.773044997
11,27165,Garra,fasciacauda,1.041392685,1.348460075
18,27167,Garra,fuliginosa,1.255272505,1.98441029
28,27179,Gyrinocheilus,pennocki,1.447158031,2.488007194
40,27182,Puntioplites,falcifer,1.602059991,3.166729499
22,27192,Labiobarbus,siamensis,1.342422681,2.25504856
29,27221,Ctenolucius,beani,1.462397998,2.294053675
88,27228,Boulengerella,cuvieri,1.944482672,3.570194727
38,27240,Boulengerella,xyrekes,1.579783597,2.532965026
32,27261,Acestrorhynchus,heterolepis,1.505149978,2.567745597
25,27290,Awaous,guamensis,1.397940009,2.329111269
18,27340,Osteochilus,chini,1.255272505,2.126845098
5,27464,Nemacheilus,elegantissimus,0.698970004,0.441937239
50,27525,Hypsibarbus,malcolmi,1.698970004,3.309570654
24,27665,Leporinus,octofasciatus,1.380211242,2.403950479
12,27666,Leporinus,pellegrinii,1.079181246,1.547564866
30,27668,Brycon,melanopterus,1.477121255,2.660990412
8,27822,Chilodus,zunevei,0.903089987,1.205486733
21,27823,Curimata,cyprinoides,1.322219295,2.357908897
10,27826,Cyphocharax,helleri,1,1.471289086
10,27828,Cyphocharax,spilurus,1,1.44494068
9,27829,Steindachnerina,varii,0.954242509,1.374557635
12,27835,Anostomus,brevior,1.079181246,1.56944145
16,27837,Hypomasticus,despaxi,1.204119983,1.918983507
100,27850,Hoplias,aimara,2,3.859856107
4,27854,Copella,carsevennensis,0.602059991,0.235639808
10,27858,Charax,pauciradiatus,1,1.531013675
13,27914,Piabucus,dentatus,1.113943352,1.606476448
8,27921,Poptella,brevispina,0.903089987,1.422713995
9,27943,Jupiaba,meunieri,0.954242509,1.484475373
12,27958,Bryconops,melanurus,1.079181246,1.627030599
3,27961,Hemigrammus,bellottii,0.477121255,0.102293983
12,27992,Moenkhausia,chrysargyrea,1.079181246,1.820469474
4,27995,Moenkhausia,hemigrammoides,0.602059991,0.538594698
11,27998,Moenkhausia,surinamensis,1.041392685,1.616087634
12,27999,Roeboexodon,guyanensis,1.079181246,1.610978948
3,28011,Hyphessobrycon,simulatus,0.477121255,0.145688153
8,28013,Eleotris,amblyopsis,0.903089987,1.086338261
6,28025,Characidium,zebra,0.77815125,0.725939669
38,28030,Myleus,rhomboidalis,1.579783597,3.167107517
23,28031,Myleus,ternetzi,1.361727836,2.60261872
15,28032,Pristobrycon,striolatus,1.176091259,2.120099317
33,28034,Hypopomus,artedi,1.51851394,2.377248844
20,28038,Brachyhypopomus,beebei,1.301029996,1.776846695
100,28040,Rhamphichthys,rostratus,2,3.621819965
30,28044,Gymnotus,anguillaris,1.477121255,2.27845665
34,28052,Tachysurus,fulvidraco,1.531478917,2.74198893
400,28053,Silurus,soldatovi,2.602059991,5.322688569
70,28054,Siniperca,chuatsi,1.84509804,3.638977248
14,28234,Aequidens,coeruleopunctatus,1.146128036,1.959958536
24,28238,Amphilophus,labiatus,1.380211242,2.53616653
12,28262,Parodon,suborbitalis,1.079181246,1.525485753
46,28270,Tor,sinensis,1.662757832,3.094261422
4,46059,Corydoras,ehrhardti,0.602059991,0.463793866
80,46094,Luciobarbus,graellsii,1.903089987,3.721616716
5,46097,Corydoras,heteromorphus,0.698970004,0.755774746
11,46116,Sinibotia,longiventralis,1.041392685,1.385147427
3,46180,Corydoras,polystictus,0.477121255,0.206053074
8,46242,Melanochromis,dialeptos,0.903089987,1.210818876
8,46243,Melanochromis,cyaneorhabdos,0.903089987,1.225989392
8,46259,Melanochromis,perileucos,0.903089987,1.199087412
9,46260,Melanochromis,xanthodigma,0.954242509,1.288112029
9,46262,Melanochromis,benetos,0.954242509,1.312908817
9,46263,Melanochromis,lepidiadaptes,0.954242509,1.359934513
3,46294,Hyphessobrycon,eques,0.477121255,0.211841338
12,46442,Allotoca,diazi,1.079181246,1.634489194
8,46449,Alfaro,cultratus,0.903089987,1.15069666
8,46452,Brachyrhaphis,cascajalensis,0.903089987,1.148170993
5,46455,Brachyrhaphis,holdridgei,0.698970004,0.665815201
7,46456,Brachyrhaphis,parismina,0.84509804,1.006798271
6,46458,Brachyrhaphis,rhabdophora,0.77815125,0.872062939
6,46459,Brachyrhaphis,roseni,0.77815125,0.857249472
6,46460,Brachyrhaphis,terrabensis,0.77815125,0.842248858
50,46490,Salmo,carpio,1.698970004,3.153935168
41,46498,Salmo,marmoratus,1.612783857,2.857308215
34,46506,Salmo,ohridanus,1.531478917,2.71387
11,46522,Cobitis,meridionalis,1.041392685,1.292243755
9,46528,Sabanejewia,larvata,0.954242509,1.056021782
37,46549,Leuciscus,waleckii,1.568201724,2.876983457
12,46568,Acaronia,vultuosa,1.079181246,1.793968735
68,46597,Pseudaspius,leptocephalus,1.832508913,3.468324507
5,46627,Apistogramma,gossei,0.698970004,0.742322218
4,46642,Gambusia,nicaraguensis,0.602059991,0.42847179
26,46738,Caquetaia,kraussii,1.414973348,2.643591716
19,46743,Caquetaia,myersi,1.278753601,2.271072758
12,46745,Chaetobranchopsis,australis,1.079181246,1.862189867
55,46777,Cichla,intermedia,1.740362689,3.331499636
62,46779,Cichla,orinocensis,1.792391689,3.474740279
14,46821,Crenicichla,britskii,1.146128036,1.77921097
12,46940,Gobio,soldatovi,1.079181246,1.513499072
48,46941,Coregonus,laurettae,1.681241237,3.048537524
16,46950,Awaous,tajasica,1.204119983,1.769570859
11,47058,Guianacara,owroewefi,1.041392685,1.660988976
32,47066,Hoplarchus,psittacus,1.505149978,2.895631047
16,47067,Hypselecara,coryphaenoides,1.204119983,2.117739049
13,47068,Krobia,guianensis,1.113943352,1.839204087
10,47111,Iranocichla,hormuzensis,1,1.483338199
8,47138,Neosalanx,anderssoni,0.903089987,0.944610475
12,47139,Salanx,prognathus,1.079181246,1.234969854
31,47142,Galaxias,platei,1.491361694,2.504719156
4,47166,Phallichthys,tico,0.602059991,0.419701157
13,47208,Abyssocottus,korotneffi,1.113943352,1.483846065
6,47220,Poecilia,caucana,0.77815125,0.85359342
8,47293,Poeciliopsis,turrubarensis,0.903089987,1.107920138
7,47305,Priapella,compressa,0.84509804,1.122737504
6,47314,Priapichthys,annectens,0.77815125,0.875237382
4,47327,Xenophallus,umbratilis,0.602059991,0.342750091
15,47522,Satanoperca,leucosticta,1.176091259,1.979220765
12,47599,Acanthodoras,cataphractus,1.079181246,1.51775964
12,47618,Anadoras,weddellii,1.079181246,1.584427496
70,47639,Oxydoras,kneri,1.84509804,3.52234584
8,47658,Epapterus,blohmi,0.903089987,1.111628465
12,47660,Epapterus,dispilurus,1.079181246,1.489226018
5,47713,Centromochlus,perugiae,0.698970004,0.582131803
30,47744,Megalonema,platycephalum,1.477121255,2.536522164
140,47756,Zungaro,zungaro,2.146128036,4.216763929
6,47758,Microglanis,iheringi,0.77815125,0.802336936
4,47762,Microglanis,secundus,0.602059991,0.362716891
9,47828,Cetopsorhamdia,iheringi,0.954242509,1.102774979
34,47838,Pimelodella,cristata,1.531478917,2.613238644
50,47843,Tribolodon,brandtii,1.698970004,3.138202018
5,47889,Xenotilapia,rotundiventralis,0.698970004,0.632631057
25,47955,Eigenmannia,trilineata,1.397940009,2.17702824
59,47969,Ageneiosus,inermis,1.770852012,3.339286778
21,47980,Batrachocottus,multiradiatus,1.322219295,2.205682626
31,47994,Rhabdolichops,caviceps,1.491361694,2.282845147
10,48042,Neocottus,werestschagini,1,1.332029396
22,48059,Limnocottus,bergianus,1.342422681,2.207677716
17,48140,Rhynchocypris,oxycephalus,1.230448921,1.894426344
33,48165,Barbus,goktschaicus,1.51851394,2.630346297
25,48185,Hypostomus,ventromaculatus,1.397940009,2.359778512
15,48332,Farlowella,reticulata,1.176091259,1.257658334
22,48363,Chondrostoma,cyri,1.342422681,2.193937487
12,48424,Imparfinis,minutus,1.079181246,1.386793174
70,48545,Platysilurus,malarmo,1.84509804,3.400606223
28,48607,Ageneiosus,ucayalensis,1.447158031,2.407311746
10,48621,Astyanax,magdalenae,1,1.572000287
9,48633,Bunocephalus,aleuropsis,0.954242509,1.108670207
8,48641,Bunocephalus,doriae,0.903089987,0.927886174
6,48661,Trichomycterus,alterus,0.77815125,0.764581744
12,48861,Kronichthys,subteres,1.079181246,1.441546929
15,48890,Pimelodus,absconditus,1.176091259,1.774988052
13,48908,Hypostomus,garmani,1.113943352,1.474677214
30,48949,Hypostomus,punctatus,1.477121255,2.439765886
6,48976,Gasterosteus,microcephalus,0.77815125,0.744300426
14,48979,Trachidermus,fasciatus,1.146128036,1.620235617
15,48997,Cyphocharax,magdalenae,1.176091259,1.958588116
55,49051,Cirrhinus,molitorella,1.740362689,3.393251665
50,49338,Pterygoplichthys,undecimalis,1.698970004,3.064310705
8,49393,Bryconamericus,alpha,0.903089987,1.148115074
35,49405,Hypostomus,hondae,1.544068044,2.731670474
8,49470,Aphanius,vladykovi,0.903089987,1.21009191
7,49712,Astroblepus,pholeter,0.84509804,0.824549911
5,49723,Rivulus,agilae,0.698970004,0.59606766
9,49758,Rivulus,hildebrandi,0.954242509,1.131204774
7,49764,Rivulus,isthmensis,0.84509804,0.935483742
4,49799,Rivulus,uroflammeus,0.602059991,0.340174067
4,49805,Rivulus,xiphidius,0.602059991,0.291895031
10,49973,Dekeyseria,pulchra,1,1.219356189
14,49978,Peckoltia,vittata,1.146128036,1.735959384
56,50106,Serranochromis,altus,1.748188027,3.407291525
11,50189,Mchenga,conophoros,1.041392685,1.613921186
12,50190,Mchenga,cyclicos,1.079181246,1.612157213
8,50193,Mchenga,thinos,0.903089987,1.245469048
14,50256,Ancistrus,gymnorhynchus,1.146128036,1.620385026
16,50260,Ancistrus,hoplogenys,1.204119983,1.760255712
14,50274,Haplochromis,greenwoodi,1.146128036,1.902980179
12,50275,Haplochromis,omnicaeruleus,1.079181246,1.700388461
10,50276,Haplochromis,rufocaudalis,1,1.532509203
22,50292,Daector,gerringi,1.342422681,2.226200121
30,50323,Awaous,banana,1.477121255,2.414948898
31,50363,Scaphiodonichthys,acanthopterus,1.491361694,2.681013838
4,50382,Schistura,dorsizona,0.602059991,0.089485218
30,50400,Macrognathus,siamensis,1.477121255,2.325582215
4,50473,Schizolecis,guntheri,0.602059991,0.204106842
20,50504,Channa,gachua,1.301029996,2.019892169
8,50506,Hypoptopoma,thoracatum,0.903089987,0.979069617
22,50529,Sturisoma,nigrirostrum,1.342422681,1.856152198
16,50605,Fonchiiichthys,uracanthus,1.204119983,1.542311277
35,50636,Proloricaria,prolixa,1.544068044,2.505595222
30,50677,Loricariichthys,platymetopon,1.477121255,2.309102106
13,50681,Hemiodontichthys,acipenserinus,1.113943352,1.273893717
2,50763,Fluviphylax,obscurus,0.301029996,-0.578678272
12,50850,Clariallabes,mutsindoziensis,1.079181246,1.555256964
9,50872,Pseudotropheus,longior,0.954242509,1.278384415
4,50952,Phenacogaster,megalostictus,0.602059991,0.460391696
6,51004,Hyphessobrycon,anisitsi,0.77815125,0.941331727
2,51046,Nanocheirodon,insignis,0.301029996,-0.318673374
23,51076,Acestrorhynchus,altus,1.361727836,2.328209002
8,51154,Moenkhausia,lepidura,0.903089987,1.18351888
15,51200,Triportheus,albus,1.176091259,1.85557241
30,51222,Anodus,elongatus,1.477121255,2.485000483
16,51321,Curimatella,meyeri,1.204119983,1.969763403
6,51327,Bryconamericus,stramineus,0.77815125,0.816714271
25,51328,Leporinus,striatus,1.397940009,2.392208619
7,51335,Bryconamericus,iheringii,0.84509804,1.070940582
20,51337,Cyphocharax,voga,1.301029996,2.254912779
11,51348,Bryconamericus,scleroparius,1.041392685,1.579464271
9,51357,Bryconamericus,terrabensis,0.954242509,1.358109893
14,51376,Colomesus,asellus,1.146128036,1.819845655
9,51392,Cyphocharax,gillii,0.954242509,1.384340291
15.3,51454,Akrokolioplax,bicornis,1.184691431,1.837173048
13,51469,Aequidens,gerciliae,1.113943352,1.855925182
76,51572,Chiloglanis,asymetricaudalis,1.880813592,3.511151837
9,51878,Curimatella,immaculata,0.954242509,1.35450741
30,51927,Pterygoplichthys,joselimaianus,1.477121255,2.569743908
27.6,52011,Anabarilius,alburnops,1.440909082,2.462348308
